authorizer,enterer,modifier,reference_no,author1init,author1last,author2init,author2last,otherauthors,pubyr,reftitle,pubtitle,editors,pubvol,pubno,firstpage,lastpage,publication_type,basis,language,doi,comments,project_name,project_ref_no,created,modified
"M. Carrano","K. Maguire","M. Carrano",17309,"M. D.",Henderson,"J. E.",Peterson,,2006,"An azhdarchid pterosaur cervical vertebra from the Hell Creek Formation (Maastrichtian) of southeastern Montana ","Journal of Vertebrate Paleontology",,26,1,192,195,"journal article","stated without evidence",English,,,ETE,,"2006-05-03 13:00:10","2006-05-15 08:30:48"
"A. Hendy","A. Hendy","A. Hendy",19909,"A. J. W.",Hendy,"D. P.",Buick,"K. V. Bulinski, C. A. Ferguson, A. I. Miller",2008,"Unpublished census data from Atlantic coastal plain and circum-Caribbean Neogene assemblages and taxonomic opinions",,,,,,,unpublished,"stated without evidence",English,,"Census data in support of publications in preparation and Hendy et al. presentations (IPC, Beijing, 2006; GSA, Philadelphia, 2006)",,,"2007-02-14 13:17:24","2008-02-29 00:11:13"
"H. Sims","S. Ostrowski","J. Cassara",4023,"L. J.",Hickey,,,,1977,"Stratigraphy and paleobotany of the Golden Valley Formation (Early Tertiary) of western North Dakota","The Geological Society of America Memoir",,150,,1,183,"serial monograph","stated without evidence",,,"This is ETE reference 425.",ETE,425,"2001-06-25 10:00:57","2004-04-08 17:59:03"
"S. Wing","S. Wing","M. Kosnik",4740,"L. J.",Hickey,"K. R.",Johnson,"Dawson M.R.",1988,"The Stratigraphy, sedimentology and fossils of the Haughton Formation: a post-impact crater-fill, Devon Island, N.W.T., Canada",Meteoritics,,23,,221,231,,"stated without evidence",,,"ETE reference number 421",ETE,421,"2002-03-04 16:40:43","2002-03-04 18:40:43"
"R. Lupia","T. Naeher","T. Naeher",8748,"L. V.",Hills,B.,Gopal,,1967,"Azolla primaeva and its phylogenetic significance","Canadian Journal of Botany",,45,,1179,1191,"journal article","stated without evidence",,,,,,"2003-06-30 12:10:44","2003-06-30 14:10:44"
"R. Lupia","T. Naeher","T. Naeher",8972,L.,Hills,N.,Weiner,,1965,"Azolla geneseana, n. sp., and revision of Azolla primaeva",micropaleontology,,11,2,255,261,"journal article","stated without evidence",,,"Plates 1-2",,,"2003-08-14 13:50:52","2003-08-14 15:50:52"
"J. Alroy","J. Alroy",,34987,"A. D.",Hoffman,,,,1932,"The Douglas Canyon flora of east central Washington","Journal of Geology",,40,8,735,738,"journal article","none discussed",English,,,,,"2011-02-01 17:16:46","2011-02-01 00:16:46"
"R. Lupia","R. Lupia","R. Lupia",8679,"G. L.",Hoffman,"R. A.",Stockey,,1994,"Sporophytes, megaspores, and massulae of Azolla stanleyi from the Paleocene Joffre Bridge locality, Alberta","Canadian Journal of Botany",,72,,301-308,,"journal article","stated without evidence",,,,,,"2003-06-12 13:27:31","2003-06-12 15:27:31"
"J. Alroy","J. Alroy","J. Alroy",26738,R.,Hoffmann,C.,Stock,"L. Miller, R. W. Chaney, H. L. Mason",1927,"The Finding of Pleistocene Material in an Asphalt Pit at Carpinteria, California ",Science,,66,,155,157,"journal article","stated without evidence",English,,,,,"2008-03-15 10:34:03","2008-03-15 18:11:29"
"M. Uhen","M. Uhen",,18196,"J. A.",Holman,"D. C.",Fisher,"R. O. Kapp",1986,"Recent discoveries of fossil vertebrates in the lower peninsula of Michigan","Michigan Academician",,18,3,431,463,"journal article","stated without evidence",English,,,,,"2006-08-09 07:42:29","2006-08-09 09:42:35"
"M. Uhen","M. Shalap",,35177,"J. A.",Holman,"J. N.",McDonald,,1986,"A Late Quaternary Herpetofauna from Saltville Virginia",Brimleyana,,,12,85,100,"journal article","stated without evidence",English,,,,,"2011-02-16 09:25:32","2011-02-15 16:25:32"
"J. Alroy","J. Alroy","J. Alroy",17201,"P. A.",Holroyd,"J. H.",Hutchison,"S. G. Strait",2001,"Turtle diversity and abundance through the lower Eocene Willwood Formation of the southern Bighorn Basin","University of Michigan Papers on Paleontology",,33,,97,108,"serial monograph","stated without evidence",English,,"only voucher specimens are listed, although multiple occurrences from Wa-0 are given; a table indicates that there are scores of other occurrences in the Willwood Formation",,,"2006-04-19 14:41:56","2006-04-19 17:20:48"
"M. Clapham","M. Clapham",,39515,"D. M.",Hopkins,"J. V.",Matthews,"J. A. Wolfe, M. L. Silberman",1971,"A Pliocene flora and insect fauna from the Bering Strait region","Palaeogeography, Palaeoclimatology, Palaeoecology",,9,,211,231,"journal article","stated without evidence",English,,,,,"2012-01-19 16:09:48","2012-01-18 23:09:48"
"M. Uhen","M. Shalap","R. Day",35918,"D. A.","Hubbard, Jr.",F.,Grady,,1997,"Vertebrate paleontological cave resources in Virginia, USA","Proceedings of the 12th International Congress of Speleology",,3,,175,177,"serial monograph","stated without evidence",English,,,,,"2011-04-26 15:32:06","2011-08-09 13:18:42"
"M. Uhen","M. Uhen",,17877,"F. M.",Hueber,,,,1983,"Fossil woods and resin-like substances from the Lee Creek Mine","Smithsonian Contributions to Paleobiology",,53,,269,285,"journal article","stated without evidence",English,,,,,"2006-07-06 10:48:26","2006-07-06 12:48:32"
"M. Uhen","M. Uhen",,33964,"R. C.",Hulbert,,,,2010,"A new early Pleistocene tapir (Mammalia: Perissodactyla) from Florida, with a review of Blancan tapirs from around the state","Bulletin of the Florida Museum of Natural History",,49,3,67,126,"journal article","stated without evidence",English,,,,,"2010-09-30 11:11:15","2010-09-30 13:11:15"
"J. Bloch","R. Hulbert",,50347,"R. C.",Hulbert,"S. C.",Wallace,"W. W. Klippel, P. W. Parmalee",2009,"Cranial morphology and systematics of an extraordinary sample of the late Neogene dwarf tapir, Tapirus polkensis (Olsen)","Journal of Paleontology",,83,2,238,262,"journal article","stated without evidence",English,,,,,"2014-03-10 17:38:34","2014-03-10 17:38:34"
"J. Alroy","J. Alroy",,1959,"R. C.","Hulbert, Jr.","C. R.",Harington,,1999,,Palaeontology,,42,6,1017,1025,"journal article","stated without evidence",,,,,,"2001-03-02 15:01:32","2001-03-02 17:01:32"
"J. Alroy","J. Alroy","J. Alroy",7157,"J. H.",Hutchison,"C. R.",Harington,,2002,"A peculiar new fossil shrew (Lipotyphla, Soricidae) from the High Arctic of Canada","Canadian Journal of Earth Sciences",,39,4,439,443,"journal article","stated without evidence",English,,,,,"2002-09-19 17:03:29","2002-09-19 19:03:29"
"J. Alroy","J. Alroy",,33945,"R. S.",Irving,"T. F.",Stuessy,,1971,"A new paratropical angiosperm florule in the Eocene Rockdale Formation of Bastrop County, Texas","Southwestern Naturalist",,16,1,111,116,"journal article","stated without evidence",English,,,,,"2010-09-23 19:34:51","2010-09-23 21:34:51"
"M. Uhen","M. Uhen",,38361,"L. C.",Ivany,"R. W.",Portell,"D. S. Jones",1990,"Animal-Plant Relationships and Paleobiogeography of an Eocene Seagrass Community from Florida",Palaios,,5,3,244,258,"journal article","stated without evidence",English,,,,,"2011-10-29 07:53:17","2011-10-28 15:53:17"
"R. Lupia","T. Naeher","T. Naeher",8983,"R. K.",Jain,"J. W.",Hall,,1969,"A contribution to the Early Tertiary fossil record of the Salviniaceae","American Journal of Botany",,56,5,527,539,"journal article","stated without evidence",,,,,,"2003-08-18 09:47:05","2003-08-18 11:47:05"
"C. Labandeira","C. Labandeira","J. Alroy",5086,"M. T.",James,,,,1937,"A preliminary review of certain families of Diptera from the Florissant Miocene Beds","Journal of Paleontology",,11,3,241,247,"journal article","stated with evidence",English,,"ETE reference number 798",ETE,798,"2002-03-04 16:40:45","2011-03-13 01:46:24"
"J. Alroy","J. Alroy",,35512,"M. T.",James,,,,1939,"A preliminary review of certain families of Diptera from the Florissant Miocene Beds. II","Journal of Paleontology",,13,1,42,48,"journal article","stated with evidence",English,,,,,"2011-03-13 21:03:47","2011-03-13 05:03:47"
"K. Johnson","M. Reynolds","M. Reynolds",6985,"K. R.",Johnson,,,,2002,"Personal field work re: HC and FU formations",,,,,,,unpublished,"stated without evidence",,,,,,"2002-08-22 10:04:00","2002-08-22 12:04:00"
"S. Wing","S. Wing","K. Johnson",7941,"K. R.",Johnson,,,,2002,"Megaflora of the Hell Creek and lower Fort Union Formations in the western Dakotas: Vegetational response to climate change, the Cretaceous-Tertiary boundary event, and rapid marine transgression","The Hell Creek Formation and the Cretaceous-Tertiary boundary in the northern Great Plains: An integrated continental record of the end of the Cretaceous.",,361,,329,391,"book/book chapter","stated without evidence",,,,,,"2003-03-07 15:13:28","2003-05-07 19:42:15"
"K. Johnson","K. Johnson","K. Johnson",8535,"K. R.",Johnson,,,,2003,"Denver Museum of Nature & Science archival records of Kirk Johnson fieldwork in Cretaceous rocks of the Rocky Mountain region.",,,,,,,unpublished,"stated without evidence",,,"Includes field notebooks, maps, and computerized records.",,,"2003-05-21 14:31:34","2003-05-21 16:31:34"
"M. Uhen","M. Bean",,56492,W.,Jones,,,,1918,"A Geological Reconnaissance in Haiti a Contribution to Antillean Geology","Journal of Geology",,26,8,728,752,"journal article","stated without evidence",English,,,,,"2015-09-25 10:24:49","2015-09-25 10:24:49"
"H. Wang","M. Arakaki","M. Arakaki",8573,"J. H.",Jones,"D. L.",Dilcher,,1980,"Investigations of angiosperms from the Eocene of North America: Rhamnus marginatus (Rhamnaceae) reexamined","American Journal of Botany",,67,6,959,967,"journal article","stated without evidence",,,,,,"2003-05-30 07:39:31","2003-05-30 09:39:31"
"M. Uhen","H. Reyes",,48090,"R. J.",Kallal,"S. J.",Godfrey,"D. J. Ortner",2012,"Bone reactions on a Pliocene Cetacean Rib Indicate Short-term Survival of Predation Event","International Journal of Osteoarchaeology",,22,3,253,260,"journal article","stated without evidence",English,10.1002/oa.1199,,,,"2013-09-05 22:57:10","2013-09-05 07:57:10"
"M. Clapham","M. Clapham",,56873,"P. F.",Karrow,"T. F.",Morris,"J. H. McAndrews, A. V. Morgan, A. J. Smith, I. R. Walker",2007,"A diverse late-glacial (Mackinaw Phase) biota from Leamington, Ontario","Canadian Journal of Earth Sciences",,44,,287,296,"journal article","stated without evidence",English,,,,,"2015-11-05 22:52:31","2015-11-05 22:52:31"
"J. Alroy","J. Alroy",,23549,"P. F.",Karrow,"K. L.",Seymour,"B. B. Miller, J.E. Mirecki",1997,"Pre-Late Wisconsinan Pleistocene biota from southeastern Michigan, U.S.A.","Palaeogeography, Palaeoclimatology, Palaeoecology",,133,1-2,81,101,"journal article","stated without evidence",English,,,,,"2007-03-18 16:07:38","2007-03-18 18:07:38"
"M. Uhen","M. Uhen","P. Wagner",26221,E.,Kazar,"D. J.",Bohaska,,2008,"Toothed whale (Mammalia: Cetacea: Odontoceti) Limb bones of the Lee Creek mine, North Carolina","Virginia Museum of Natural History Special Publication",,14,,271,324,"journal article","stated without evidence",English,,"Geology and Paleontology of the Lee Creek Mine, North Carolina, IV",,,"2008-01-14 13:36:06","2015-11-18 12:32:54"
"M. Uhen","M. Uhen",,17890,"P. M.",Kier,,,,1983,"Upper Cenozoic echinoids from the Lee Creek Mine","Smithsonian Contributions to Paleobiology",,53,,499,507,"journal article","stated without evidence",English,,,,,"2006-07-07 11:22:18","2006-07-07 13:22:22"
"W. Kiessling","W. Kiessling",,30388,W.,Kiessling,,,,2009,"Taxonomic vetting of messy data in the Paleobiology Database",,,,,,,unpublished,"stated with evidence",English,,,,,"2009-07-20 09:09:01","2009-07-20 11:09:01"
"W. Kiessling","U. Merkel",,35169,W.,Kiessling,C.,Simpson,"B. Beck, J. Pandolfi",2011,"Taxonomic vetting of Pleistocene coral occurrence data",,,,,,,unpublished,"stated without evidence",English,,,,,"2011-02-15 21:19:22","2011-02-15 04:19:22"
"M. Clapham","M. Clapham",,49122,"G. W.",Kirkaldy,,,,1910,"Three new Hemiptera-Heteroptera from the Miocene of Colorado","Entomological News",,21,,129,131,"journal article","stated with evidence",English,,,,,"2013-11-26 00:30:04","2013-11-26 00:30:04"
"M. Clapham","M. Clapham",,52238,"D. G.",Kissinger,,,,1973,"A new weevil genus from America north of the Arctic circle and notes of fossils from Pliocene and Pleistocene sediments (Coleoptera: Curculionidae)","The Coleopterists Bulletin",,27,,193,200,"journal article","stated with evidence",English,,,,,"2014-08-14 11:08:26","2014-08-14 11:08:26"
"J. Alroy","J. Alroy","M. Carrano",34252,"G. E.",Knauss,"W. G.",Joyce,"T. R. Lyson, D. Pearson",2011,"A new kinosternoid from the Late Cretaceous Hell Creek Formation of North Dakota and Montana and the origin of the Dermatemys mawii lineage","Palaeontologische Zeitschrift",,85,,125,142,"journal article","stated with evidence",English,10.1007/s12542-010-0081-x,,,,"2010-11-16 09:58:08","2012-08-09 10:52:34"
"H. Sims","H. Lindon","H. Lindon",6815,"F. H.",Knowlton,,,,1899,"Fossil Flora of the Yellowstone National Park","USGS Monograph Series",,32,2,,,"serial monograph","stated without evidence",,,,,,"2002-07-30 05:58:38","2002-07-30 07:58:38"
"M. Uhen","M. Uhen",,26222,N.,Kohno,"C. E.",Ray,,2008,"Pliocene walruses from the Yorktown Formation of Virginia and North Carolina, and a systematic revision of the North Atlantic Pliocene walruses","Virginia Museum of Natural History Special Publication",,14,,39,80,"journal article","stated without evidence",English,,"Geology and Paleontology of the Lee Creek Mine, North Carolina, IV",,,"2008-01-14 13:45:39","2008-01-14 15:45:39"
"M. Uhen","M. Uhen",,26241,"I. A.",Koretsky,"C. E.",Ray,,2008,"Phocidae of the Pliocene of eastern USA","Virginia Museum of Natural History Special Publication",,14,,81,140,"journal article","stated without evidence",English,,,,,"2008-01-16 13:21:40","2008-01-16 15:21:40"
"M. Clapham","J. Karr","M. Clapham",44914,"C. C.",Labandeira,"B. A.",LePage,"A. H. Johnson",2001,"A Dendroctonus bark engraving (Coleoptera: Scolytidae) from a middle Eocene Larix (Coniferales: Pinaceae): early or delayed colonization?","American Journal of Botany",,88,11,2026,2039,"journal article","stated without evidence",English,,,,,"2013-02-15 10:50:08","2013-04-02 14:05:40"
"B. Tiffney","J. Fosdick","J. Fosdick",9653,R.N.,Lakhanpal,,,,1958,"The Rujada Flora of west central Oregon","University of California Publications in Geological Sciences",,35,1,1,66,"serial monograph","stated without evidence",,,,,,"2004-01-10 13:44:41","2004-01-10 15:44:41"
"M. Carrano","M. Carrano",,50440,"M. C.",Lamanna,H.-D.,Sues,"E. R. Schachner, T. R. Lyson",2014,"A New large-bodied oviraptorosaurian theropod dinosaur from the latest Cretaceous of western North America","PLoS ONE",,9,3,e92022:1,16,"journal article","stated with evidence",English,10.1371/journal.pone.0092022,,,,"2014-03-19 17:32:11","2014-03-19 17:32:11"
"M. Carrano","M. Carrano","M. Carrano",17042,"P. L.",Larson,"R. A.",Farrar,,1995,"Cranial osteology and morphology of the Upper Cretaceous theropod, Tyrannosaurus rex","Journal of Vertebrate Paleontology",,15,"3, suppl.",40A,,abstract,"stated without evidence",English,,,ETE,,"2006-03-29 13:51:33","2006-03-29 15:56:53"
"M. Clapham","M. Clapham",,47365,R.,Leech,"J. V.",Matthews,,1971,"Xysticus archaeopalpus (Arachnida: Thomisidae), a new species of crab spider from Pliocene sediments in western Alaska","The Canadian Entomologist",,103,,1337,1340,"journal article","stated with evidence",English,,,,,"2013-06-28 08:30:02","2013-06-27 17:30:02"
"S. Wing","S. Wing","S. Wing",8372,"H. A.",Leffingwell,,,,1970,"Palynology of the Lance (Late Cretaceous) and Fort Union (Paleocene) Formations of the type Lance area, Wyoming","Geological Society of America Special Paper",,127,,1,64,,"stated without evidence",,,,ETE,,"2003-04-03 07:54:15","2003-04-03 09:54:15"
"M. Uhen","M. Uhen","P. Wagner",45414,J.,Leidy,,,,1856,"Notice of the remains of a species of sea, from the post-Pliocene deposit of the Ottawa River","The Canadian Naturalist and Geologist",,8,,90,91,"journal article","stated without evidence",English,,,,,"2013-03-08 07:23:31","2015-11-20 13:09:20"
"M. Clapham","J. Karr",,46974,"S. E.",Lewis,,,,1988,"A Dragon-fly (Odonata: Aeschnidae) from the Paleocene of North Dakota","Occasional Papers in Paleobiology St Cloud State University",,2,2,1,7,"journal article","stated with evidence",English,,,,,"2013-05-30 03:38:34","2013-05-29 12:38:34"
"J. Alroy","J. Alroy","J. Alroy",2228,"G. A.",Liggett,,,,1997,"The Beckerdite local biota (early Hemphillian) and the first Tertiary occurrence of a crocodilian from Kansas","Transactions of the Kansas Academy of Sciences",,100,3-4,101,108,"journal article","stated without evidence",English,,,,,"2001-03-02 15:01:32","2007-11-08 21:54:52"
"J. Alroy","J. Alroy","J. Alroy",6280,"S. G.",Lucas,,,,1998,,,"M.-P. Aubry, S. G. Lucas and W. A. Berggren",,,451,500,,"stated without evidence",English,,,,,"2002-05-16 20:43:22","2002-05-16 22:43:22"
"M. Clapham","J. Karr",,38957,"E. D.",Lukashevich,"R. A.",Coram,"E. A. Jarzembowski",2001,"New true flies (Insecta: Diptera) from the Lower Cretaceous of southern England","Cretaceous Research",,22,,451,460,"journal article","stated with evidence",English,,,,,"2011-12-22 07:03:31","2011-12-21 14:03:31"
"M. Uhen","M. Uhen",,39400,"S. H.",Lumbert,C.,"den Hartog","R. C. Phillips, F. S. Olsen",1984,"The occurrence of fossil seagrasses in the Avon Park Formation (Late middle Eocene), Levy County, Florida (U.S.A.)","Aquatic Biology",,20,,121,129,"journal article","stated without evidence",English,,,,,"2012-01-12 05:44:13","2012-01-11 12:44:13"
"H. Sims","H. Lindon","J. Alroy",6791,"H. D.",MacGinitie,,,,1941,"A Middle Eocene Flora from the Central Sierra Nevada","Carnegie Institution of Washington Publication",,534,,1,178,"serial monograph","stated without evidence",English,,"Contributions to Paleontology",,,"2002-07-26 04:05:25","2009-11-22 19:18:28"
"C. Labandeira","C. Labandeira","M. Kosnik",5095,"H. D.",MacGinitie,,,,1953,"Fossil Plants of the Florissant Beds of Colorado","Carnegie Inst. of Washington, Contributions to Paleontology",,"Publ. 599",,1,198,,"stated without evidence",,,"ETE reference number 807",ETE,807,"2002-03-04 16:40:43","2002-03-04 18:40:43"
"H. Sims","H. Lindon","J. Cassara",6708,"H. D.",MacGinitie,,,,1962,"The Kilgore Flora: A Late Miocene Flora from Northern Nebraska","University of California Publications in Geological Sciences",,35,2,67,158,"serial monograph","stated without evidence",,,,,,"2002-07-14 08:37:43","2004-01-18 10:55:06"
"S. Wing","S. Wing","M. Kosnik",4749,"H. D.",MacGinitie,,,,1969,"The Eocene Green River Flora of northwestern Colorado and northeastern Utah","University of California Publications in Geological Sciences",,83,,1,140,,"stated without evidence",,,"ETE reference number 433",ETE,433,"2002-03-04 16:40:43","2002-03-04 18:40:43"
"H. Wang","H. Wang","H. Wang",9382,S.,Magallón-Puebla,"S. R. S.",Cevallos-Ferriz,,1994,"Latest occurrence of the extinct genus cedrelospermum (ulmaceae) in North America: cedrelospermum manchesteri from Mexico","Review of Palaeobotany and Palynology",,81,,115,128,"journal article","stated without evidence",,,,,,"2003-10-20 13:44:46","2003-10-20 21:10:08"
"H. Wang","M. Arakaki","M. Arakaki",8658,"S. R.",Manchester,,,,1989,"Attached reproductive and vegetative remains of the extinct American-European genus Cedrelospermum (Ulmaceae) from the Early Tertiary of Utah and Colorado","American Journal of Botany",,76,2,256,276,"journal article","stated without evidence",,,,,,"2003-06-07 14:46:34","2003-06-07 16:46:34"
"B. Tiffney","B. Tiffney","B. Tiffney",6510,S.R.,Manchester,,,,1994,"Fruits and seeds of the Middle Eocene Nut Beds Flora, Clarno Formation, Oregon","Palaeontographica Americana",,,58,1,205,"serial monograph","stated without evidence",,,,,,"2002-06-20 12:05:15","2002-06-20 14:05:15"
"H. Sims","H. Lindon","H. Lindon",6868,"S. R.",Manchester,,,,2001,"Update on the Megafossil Flora of Florissant, Colorado","Denver Museum of Nature and Science",,4,1,137,,"journal article","stated without evidence",,,,,,"2002-08-05 05:18:46","2002-08-05 07:18:46"
"P. Wilf","J. Sessa",,18265,"S. R.",Manchester,,,,2002,"Leaves and fruits of Davidia (Cornales) from the Paleocene of North America ","Systematic Botany",,27,,368,382,"serial monograph","stated without evidence",English,,,,,"2006-08-15 20:34:11","2006-08-15 22:34:11"
"H. Wang","M. Arakaki","M. Arakaki",8504,"S. R.",Manchester,"M. A.",Akhmetiev,"T. M. Kodrul",2002,"Leaves and fruits of Celtis aspera (newberry) comb. nov. (Celtidaceae) from the Paleocene of North America and eastern Asia","International Journal of Plant Sciences",,163,5,725,736,"journal article","stated without evidence",,,,,,"2003-05-15 09:27:35","2003-05-15 11:27:35"
"H. Wang","H. Wang",,44555,"S. R.",Manchester,"Z. D.",Chen,,1998,"A new genus of Coryloideae (Betulaceae) from the Paleocene of North America","International Journal of Plant Sciences",,159,3,522,532,"journal article","stated with evidence",English,,,,,"2013-01-30 07:05:40","2013-01-29 14:05:40"
"S. Wing","S. Wing","S. Wing",7940,"S. R.",Manchester,"P. R.",Crane,"L. B. Golovneva",1999,"AN EXTINCT GENUS WITH AFFINITIES TO EXTANT DAVIDIA AND CAMPTOTHECA (CORNALES) FROM THE PALEOCENE OF NORTH AMERICA  AND EASTERN ASIA ","International Journal of Plant Sciences",,160,1,188,207,"journal article","stated without evidence",,,,,,"2003-03-07 13:21:53","2003-03-07 15:21:53"
"P. Wilf","J. Sessa",,18279,"S. R.",Manchester,"D. L.",Dilcher,,1997,"Reproductive and vegetative morphology of Polyptera (Juglandaceae) from the Paleocene of Wyoming and Montana","American Journal of Botany",,84,,649,663,"serial monograph","stated without evidence",English,,,,,"2006-08-16 08:35:41","2006-08-16 10:36:06"
"H. Wang","M. Arakaki","M. Arakaki",8676,"S. R.",Manchester,"M. J.",Donoghue,,1995,"Winged fruits of Linnaeeae (Caprifoliaceae) in the Tertiary of western North America: Diplodipelta gen. nov.","International Journal of Plant Sciences",,156,5,709,722,"journal article","stated without evidence",,,,,,"2003-06-11 10:04:23","2003-06-11 13:00:12"
"P. Wilf","P. Wilf",,24385,S.R.,Manchester,L.J.,Hickey,,2007,"Reproductive and vegetative organs of Browniea gen. n. (Nyssaceae) from the Paleocene of North America.","International Journal of Plant Sciences",,168,2,229,249,"journal article","stated with evidence",English,,,,,"2007-05-23 09:38:28","2007-05-23 11:38:28"
"J. Alroy","J. Alroy","J. Alroy",6087,"R. A.",Martin,"H. T.",Goodwin,"J. O. Farlow",2002,"Late Neogene (late Hemphillian) rodents from the Pipe Creek Sinkhole, Grant County, Indiana","Journal of Vertebrate Paleontology",,22,1,137,151,"journal article","stated without evidence",English,,,,,"2002-03-29 17:08:54","2002-03-29 19:08:54"
"M. Uhen","M. Uhen",,55050,"F. G.",Marx,"R. E.",Fordyce,,2015,"Baleen boom and bust: a synthesis of mysticete phylogeny, diversity and disparity","Royal Society Open Science",,2,,140434,,"journal article","stated without evidence",English,10.1098/rsos.140434,,,,"2015-04-15 10:57:25","2015-04-15 10:57:25"
"M. Clapham","M. Clapham",,39517,"J. V.",Matthews,,,,1970,"Two new species of Micropeplus from the Pliocene of western Alaska with remarks on the evolution of Micropeplinae (Coleoptera: Staphylinidae)","Canadian Journal of Zoology",,48,,779,788,"journal article","stated with evidence",English,,,,,"2012-01-19 17:32:32","2012-01-19 00:32:32"
"M. Clapham","M. Clapham","M. Clapham",53004,"J. V.",Matthews,"J. A.",Westgate,"L. Ovenden, L. D. Carter, T. Fouch",2003,"Stratigraphy, fossils, and age of sediments at the upper pit of the Lost Chicken gold mine: new information on the late Pliocene environment of east central Alaska","Quaternary Research",,60,,9,18,"journal article","stated without evidence",English,,,,,"2014-10-05 11:15:45","2014-10-05 11:30:03"
"M. Uhen","M. Shalap",,35007,"J. N.",McDonald,"C. S.",Bartlett,,1983,"An Associated Musk Ox Skeleton from Saltville, Virginia","Journal of Vertebrate Paleontology",,2,4,453,470,"journal article","stated without evidence",English,,,,,"2011-02-02 10:46:59","2011-02-01 17:46:59"
"M. Carrano","K. Maguire","J. Alroy",14682,"E. E.",McIver,,,,2002,"The paleoenvironment of Tyrannosaurus rex from southwestern Saskatchewan, Canada","Canadian Journal of Earth Sciences",,39,,207,221,"journal article","stated without evidence",English,,,"ETE,5%",55780,"2005-09-30 10:29:23","2007-01-21 12:11:50"
"B. Tiffney","J. Fosdick","J. Fosdick",8412,E.E.,McIver,"K. R.",Aulenback,,1993,"Morphology and relationships of Mesocyparis umbonata sp. nov.: fossil Cupressaceae from the Late Cretaceous of Alberta, Canada","Canadian Journal of Botany",,72,3,273,295,"journal article","stated without evidence",,,,,,"2003-04-24 16:20:29","2003-04-24 18:20:32"
"R. Lupia","B. Wilborn","B. Wilborn",8995,"E. E.",McIver,"J. F.",Basinger,,1993,"Flora of the Ravenscrag Formation (Paleocene), Southwestern Saskatchewan, Canada","Palaeontographica Canadiana",,10,,1,85,"serial monograph","stated without evidence",,,,,,"2003-08-20 19:46:43","2003-08-20 21:46:43"
"J. Alroy","J. Alroy","J. Alroy",31595,"J. I.",Mead,"E. L.",Roth,"T. R. Van Devender, D. W. Steadman",1984,"The Late Wisconsinan vertebrate fauna from Deadman Cave, southern Arizona","Transactions of the San Diego Society of Natural History",,20,14,247,276,"journal article","not entered",English,,,,,"2010-01-15 18:33:59","2010-01-15 20:46:49"
"M. Clapham","M. Clapham","M. Clapham",45512,"A. L.",Melander,,,,1946,"Some fossil Diptera from Florissant, Colorado",Psyche,,53,,43,48,"journal article","stated with evidence",English,,,ETE,810,"2013-03-11 13:36:40","2013-10-11 11:32:47"
"C. Labandeira","C. Labandeira","M. Clapham",5099,"A. L.",Melander,,,,1949,"A Report on Some Miocene Diptera from Florissant, Colorado","American Museum Novitates",,1407,,1,61,"serial monograph","stated with evidence",English,,"ETE reference number 811",ETE,811,"2002-03-04 16:40:46","2012-01-13 16:55:07"
"J. Alroy","J. Alroy","H. Wang",2582,"H. W.",Meyer,"S. R.",Manchester,,1997,"The Oligocene Bridge Creek flora of the John Day Formation, Oregon","University of California Publications in Geological Sciences",,141,,1,195,"journal article","stated without evidence",English,,,,,"2001-03-02 15:01:32","2013-01-14 14:11:52"
"M. Clapham","M. Clapham",,52657,"S. E.",Miller,,,,1978,"A fossil of Scaphinotus interruptus from the Pleistocene Carpinteria asphalt deposit, Santa Barbara County, California (Coleoptera, Carabidae)","The Pan-Pacific Entomologist",,54,,74,75,"journal article","stated with evidence",English,,,,,"2014-09-08 15:11:13","2014-09-08 15:11:13"
"J. Alroy","J. Alroy",,41085,"W. E.",Miller,,,,1987,"Mammut americanum, Utah's first record of the American mastodon","Journal of Paleontology",,61,1,168,183,"journal article","stated without evidence",English,,,,,"2012-04-08 21:24:36","2012-04-08 06:24:36"
"J. Alroy","J. Alroy",,31502,"R. S.",Mills,,,,1975,"A ground sloth, Megalonyx, from a Pleistocene site in Darke Co, Ohio","Ohio Journal of Science",,75,3,147,155,"journal article","none discussed",English,,,,,"2010-01-07 19:22:19","2010-01-07 21:22:19"
"J. Alroy","J. Alroy","J. Alroy",10071,"W. J.",Morris,,,,1966,"Fossil mammals from Baja California: new evidence on early Tertiary migrations",Science,,153,,1376,1378,"journal article","stated without evidence",English,,,,,"2004-03-23 13:19:21","2004-03-23 15:19:21"
"J. Alroy","J. Alroy","J. Alroy",3878,"W. J.",Morris,,,,1968,"A new early Tertiary perissodactyl, Hyracotherium seekinsi, from Baja California","Los Angeles County Museum Contributions in Science",,151,,1,11,"journal article","stated without evidence",English,,,5%,40740,"2001-05-01 20:47:02","2004-03-23 13:28:38"
"M. Carrano","M. Carrano","M. Carrano",30748,"W. J.",Morris,,,,1971,"Mesozoic and Tertiary vertebrates in Baja California","National Geographic Society Research Reports (1965)",,6,,195,198,"journal article","stated without evidence",English,,,ETE,,"2009-09-16 20:40:05","2009-09-17 10:29:49"
"M. Uhen","M. Uhen","M. Uhen",16797,C.,Muizon,"T. J.",DeVries,,1985,"Geology and paleontology of late Cenozoic marine deposits in the Sacaco area (Peru)","Geologische Rundschau",,74,3,547,563,"journal article","stated without evidence",English,,,,,"2006-03-09 07:13:52","2006-05-12 08:32:01"
